제목,사건번호,선고일자,참조조문,판시사항
성폭력범죄의처벌등에관한특례법위반(친족관계에의한강간)[예비적죄명:성폭력범죄의처벌등에관한특례법위반(친족관계에의한준강간)][친족관계에 의한 성폭력범죄에서 피해자가 심리적 항거불능 또는 현저한 항거곤란 상태에 있었는지 여부가 문제된 사건],2021도11938,2025. 5. 1.,"성폭력범죄의 처벌 등에 관한 특례법 제5조, 형법 제297조, 형법 제299조","[1] 성폭력범죄의 처벌 등에 관한 특례법 제5조 제1항, 제3항에서 친족관계에서의 강간 또는 준강간행위를 가중처벌하는 취지 / 친족관계에 의한 성폭력범죄를 심리할 때 고려하여야 할 사항
 [2] 형법 제299조 준강간죄의 보호법익(=소극적 측면의 성적 자기결정권) / 준강간죄의 구성요건인 ‘항거불능’ 상태의 의미 및 특별한 친족관계나 정신적·경제적 지배·예속관계 등으로 우월적 지위에 있는 피고인이 상당한 기간 동안 계속적으로 행한 폭력, 성적 학대나 감시와 통제 등의 점진적·누적적 영향으로 말미암아 열악한 지위에 놓이게 된 피해자에게 심리적 항거불능 또는 현저한 항거곤란이 인정될 수 있는 경우 / 피고인의 성적 침해행위 당시 피해자가 심리적 항거불능 또는 현저한 항거곤란 상태에 있었는지 판단하는 기준"
특정경제범죄가중처벌등에관한법률위반(횡령)·특정경제범죄가중처벌등에관한법률위반(배임)(인정된죄명:업무상배임)·주식회사의외부감사에관한법률위반·특정경제범죄가중처벌등에관한법률위반(횡령)방조·대부업의등록및금융이용자보호에관한법률위반[양벌규정에서 사업주와 행위자의 관계가 공범에 해당하여 공소시효 정지에 관한 형사소송법 제253조 제2항이 적용되는지 여부가 문제된 사건],2024도15290,2025. 5. 1.,"대한민국헌법 제12조, 형법 제1조, 형법 제30조, 형법 제31조, 형법 제32조, 형사소송법 제248조, 형사소송법 제253조",공소시효의 정지에 관한 형사소송법 제253조 제2항의 ‘공범’을 해석할 때 고려하여야 할 사항 / 형사소송법 제253조 제2항의 ‘공범’에 양벌규정에서 사업주와 행위자 관계에 있는 사람이 포함되는지 여부(소극)
특정금융거래정보의보고및이용등에관한법률위반·외국환거래법위반[「특정 금융거래정보의 보고 및 이용 등에 관한 법률」에 따른 신고 없이 가상자산거래를 영업으로 한 사건],2024도20848,2025. 5. 1.,"대한민국헌법 제13조, 특정 금융거래정보의 보고 및 이용 등에 관한 법률 제7조, 특정 금융거래정보의 보고 및 이용 등에 관한 법률 제17조, 형법 제1조, 형법 제37조",구 특정 금융거래정보의 보고 및 이용 등에 관한 법률 부칙(2020. 3. 24.) 제5조에 의하여 신고의무가 유예된 기간 동안 가상자산거래를 한 가상자산사업자가 같은 법 제17조 제1항의 ‘제7조 제1항을 위반하여 신고를 하지 아니하고 가상자산거래를 영업으로 한 자’에 해당하는지 여부(소극) / 신고의무 유예기간 동안의 가상자산거래 영업행위가 신고의무 유예기간 경과 후 성립하는 같은 법 제17조 제1항 위반죄와 포괄하여 일죄가 되는지 여부(소극)
업무상횡령·사립학교법위반[사립대학교 총장이 변호사비용 등을 교비회계에서 지출한 경우 사립학교법위반죄와 업무상횡령죄의 성립 여부가 문제된 사건],2021도1336,2025. 4. 24.,"사립학교법 제1조, 사립학교법 제2조, 사립학교법 제29조, 사립학교법 제73조, 사립학교법 시행령 제13조, 형법 제355조, 형법 제356조","[1] 사립학교법이 학교법인의 회계를 분리하는 취지 및 특히 학교회계 중 교비회계의 다른 회계로의 전용을 금지하는 취지
 [2] 사립학교법상 교비회계에서의 소송비용 지출은 학교의 운영 또는 교육과 관련이 있는 것 중에서도 일정 범위로 엄격하게 제한되어야 하는지 여부(적극) / 변호사비용 등 소송비용을 교비회계에 속하는 수입에서 지출할 수 있는지 판단하는 기준
 [3] 사립학교의 교비회계에 속하는 수입을 당해 학교의 교육에 직접 필요한 용도가 아닌 다른 용도에 사용한 경우, 횡령죄가 성립하는지 여부(적극)"
준강제추행·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등)·감금·강간·스토킹범죄의처벌등에관한법률위반·협박[피압수자인 피의자의 변호인에게 휴대전화 전자정보 압수·수색과정에 참여할 기회를 제공하지 않은 경우 휴대전화 전자정보의 증거능력 인정 여부가 문제된 사건],2024도19106,2025. 4. 24.,"대한민국헌법 제12조, 형사소송법 제121조, 형사소송법 제122조, 형사소송법 제219조, 형사소송법 제307조, 형사소송법 제308조의2","[1] 저장매체에 대한 압수·수색 과정에서 전자정보가 담긴 저장매체, 하드카피나 이미징(imaging) 등 형태(복제본)를 수사기관 사무실 등으로 옮겨 복제·탐색·출력하는 경우, 피압수자나 변호인에게 참여 기회를 보장하는 등의 적절한 조치를 취하여야 하는지 여부(적극) 및 이러한 조치를 취하지 않은 경우, 압수·수색의 적법 여부(원칙적 소극) / 피압수자에게 집행의 일시와 장소를 통지하고, 피압수자가 스스로 수사기관에 압수·수색영장의 집행에 참여할 의사를 명시하거나 또는 집행에 참여하지 않는다는 의사를 명시한 경우, 그 변호인에게 미리 집행의 일시와 장소를 통지하는 등으로 압수·수색영장의 집행에 참여할 기회를 별도로 보장하여야 하는지 여부(원칙적 적극)
 [2] 위법수집증거 배제 원칙을 명시한 형사소송법 제308조의2의 취지 / 적법한 절차에 따르지 않고 수집한 증거 및 이를 기초로 하여 획득한 2차적 증거를 유죄 인정의 증거로 삼을 수 있는지 여부(원칙적 소극) 및 법원이 위 증거를 유죄 인정의 증거로 사용할 수 있는 예외적인 경우와 그 판단 기준"
추행[영내 생활관에서 또는 불침번 근무 중 동성 군인 간 성적 행위가 군형법상 추행죄를 구성하는지 여부가 문제된 사건],2022도15950,2025. 4. 24.,"군형법 제92조의5, 군형법 제92조의6","군형법 제92조의6 추행죄의 보호법익(=‘군이라는 공동사회의 건전한 생활과 군기’ 및 ‘군인의 성적 자기결정권’) / 동성인 군인 사이의 항문성교나 그 밖에 이와 유사한 행위가 사적 공간에서 자발적 의사 합치에 따라 이루어지는 등 군이라는 공동사회의 건전한 생활과 군기를 직접적·구체적으로 침해한 것으로 보기 어려운 경우, 군형법상 추행죄에 해당하는지 여부(소극) / 동성인 군인 사이의 항문성교나 그 밖에 이와 유사한 행위가 자발적 의사 합치에 따른 것이라도 군이라는 공동사회의 건전한 생활과 군기를 직접적·구체적으로 침해하는 것으로서 군형법상 추행죄를 구성하는 경우"
특정범죄가중처벌등에관한법률위반(뇌물)·뇌물수수·사전뇌물수수[시장정비사업조합의 임원을 뇌물죄에서의 ‘공무원’으로 볼 수 있는지 여부가 문제된 사건],2024도16766,2025. 4. 24.,"대한민국헌법 제12조, 대한민국헌법 제13조, 도시 및 주거환경정비법 제134조, 전통시장 및 상점가 육성을 위한 특별법 제4조, 형법 제1조, 형법 제129조, 형법 제130조, 형법 제131조, 형법 제132조",시장정비사업조합의 임원에 대하여 구 전통시장 및 상점가 육성을 위한 특별법 제4조 제1항에 따라 도시 및 주거환경정비법 제134조의 공무원 의제 규정이 준용되는지 여부(적극)
마약류관리에관한법률위반(향정)·마약류관리에관한법률위반(대마)·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영·반포등)[피고인이 두 사람에게 각각 피고인의 휴대전화로 피해자와의 성관계 동영상을 재생하여 시청하게 한 것이 「성폭력범죄의 처벌 등에 관한 특례법」(이하 ‘성폭력처벌법’) 제14조 제2항의 ‘공공연하게 상영’한 경우에 해당하는지 여부가 문제된 사건],2024도18718,2025. 4. 15.,성폭력범죄의 처벌 등에 관한 특례법 제14조,"[1] 성폭력범죄의 처벌 등에 관한 특례법 제14조 제2항의 입법 취지 / 위 조항의 보호법익 및 그중 ‘성적 자유’의 의미
 [2] 성폭력범죄의 처벌 등에 관한 특례법 제14조 제2항에서 요구하는 ‘공공연하게’ 촬영물 등을 상영했다고 하려면 ‘불특정 또는 다수인’이 촬영물 등을 시청할 수 있는 상태에 이르러야 하는지 여부(적극) 및 이때 ‘다수인’인지 판단하는 방법"
사기[검사의 공소장변경허가신청을 불허한 원심의 조치가 적법한지 여부가 문제된 사건],2025도903,2025. 4. 15.,"형법 제37조, 형법 제347조, 형사소송법 제298조","[1] 검사의 공소장변경허가신청이 공소사실의 동일성의 범위 안에 있는 경우, 법원은 이를 허가하여야 하는지 여부(적극)
 [2] 동일한 피해자에 대하여 수회에 걸쳐 기망행위를 하여 금원을 편취하였는데 범의가 단일하고 범행 방법이 동일한 경우, 사기죄의 죄수(=포괄일죄) / 포괄일죄에서 공소장변경허가 여부를 결정하는 기준
 [3] 피고인이 2019. 6. 17.경부터 2020. 1. 6.경까지 3회에 걸쳐 피해자를 기망하여 피해자로부터 합계 1억 2,000만 원을 편취하였다는 사기의 공소사실로 제1심에서 유죄판결을 선고받고 쌍방이 항소하였는데, 그 후 원심에서 검사가 위 공소사실에 피고인이 2020. 2. 24.경부터 2020. 4. 3.경까지 3회에 걸쳐 피해자를 기망하여 피해자로부터 합계 8,000만 원을 편취하였다는 사기의 공소사실을 추가하는 내용의 공소장변경허가신청을 한 사안에서, 검사의 공소장변경허가신청을 불허한 원심의 조치에 포괄일죄 및 공소장변경에 관한 법리오해의 위법이 있다고 한 사례"
사기[검사의 공소장변경허가신청을 허가한 원심의 조치가 적법한지 여부가 문제된 사건],2025도1302,2025. 4. 15.,"형법 제30조, 형법 제347조, 형사소송법 제298조","[1] 공소장변경이 허용되는 범위 / 공소사실의 동일성이 인정되지 않는 범죄사실을 공소사실로 추가하는 취지의 공소장변경신청이 있는 경우, 법원은 그 변경신청을 기각하여야 하는지 여부(적극)
 [2] 검사가 ‘피고인이 2019. 12. 10.경 피해자 甲에게 1억 원을 수표로 인출해 주면 300억 원의 자금을 유치하여 그중 5억 원을 주겠다고 거짓말을 하여, 甲으로부터 2019. 12. 18.경부터 2020. 1. 3.경 사이에 수표로 합계 1억 원을 편취하였다.’는 공소사실로 기소하였다가, 그 후 원심에서 ‘피고인은 피해자 乙을 기망하여 투자금 명목으로 금원을 편취하기로 甲, 丙과 순차 공모한 다음, 丙이 2019. 12. 13.경 乙에게 비자금창고와 관련된 작업비용 1억 원을 투자하면 수익금 5억 원을 지급하겠다고 거짓말하고, 피고인과 甲, 丙이 2019. 12. 17.경 乙을 만난 자리에서 마치 자신들이 비자금창고 관계자들인 것처럼 행세하여 乙로부터 2019. 12. 17.경 수표로 합계 1억 원을 편취하였다.’는 공소사실로 변경하는 공소장변경허가신청을 한 사안에서, 검사의 공소장변경을 받아들여 이를 유죄로 인정한 원심판결에 공소사실의 동일성, 공소장변경 등에 관한 법리오해의 잘못이 있다고 한 사례"
업무방해,2024도16921,2025. 4. 15.,"대한민국헌법 제21조, 형법 제314조","[1] 업무방해죄에서 ‘위력’의 의미 및 위력에 해당하는지 판단하는 기준
 [2] 헌법상 표현의 자유의 보장과 한계 및 정부 또는 국가기관의 정책결정이나 업무수행과 관련된 사항 등 공적 관심사에 대한 표현행위가 형법 제314조 제1항의 업무방해죄에서 말하는 위력의 행사에 해당하는지 판단할 때 고려할 사항"
업무상과실치상[작업치료사가 장애아동을 치료하면서 발생한 사고에 관하여 업무상과실치상죄가 성립하는지 여부가 문제된 사건],2024도20371,2025. 4. 15.,"의료기사 등에 관한 법률 제2조, 형법 제268조, 형사소송법 제308조","[1] 의료기사 등에 관한 법률에 따라 면허를 받은 작업치료사가 아동에 대한 신체적·정신적 기능장애를 회복시키기 위한 작업요법적 치료를 수행하는 과정에서 발생한 사고에 대하여 업무상과실치상죄를 인정하기 위한 요건 및 이때 작업치료사의 업무상과실에 대한 증명책임 소재(=검사)와 증명 방법
 [2] 작업치료사인 피고인이 뇌병변과 지적장애로 독립적인 보행 및 정상적인 의사소통이 불가능한 장애아동 甲(여, 6세)에 대하여 다른 보조자 없이 일대일로 신체 감각 및 신체 조절 등을 향상시키는 감각통합치료 업무를 수행하는 과정에서 반원형의 도넛 모양인 치료기구 위에서 치료 수업을 받던 甲이 바닥으로 떨어지는 사고로 상해를 입게 하였다는 업무상과실치상의 공소사실로 기소된 사안에서, 제반 사정을 종합할 때 피고인이 사고에 대하여 업무상 주의의무를 위반하였다거나 그로 인하여 사고가 발생하였음이 증명되지 않았다고 한 사례"
